ID,X,Y,Z,PCI,RSRP(dBm)
31882600,799885.53,350019.4,1.5,1,-94.20935
31882601,799882.88,350005.67,1.5,1,-92.21945
31882602,799880.69,349991.84,1.5,1,-89.13886
31882603,799877.74,349978.14,1.5,1,-87.3059
31882604,799874.56,349965.22,1.5,1,-88.97846
31882605,799869.38,349952.71,1.5,1,-88.20654
31882606,799867.92,349938.86,1.5,1,-86.15576
31882607,799861.37,349927.23,1.5,1,-90.03017
31882608,799847.89,349926.92,1.5,1,-97.13648
31882609,799835,349932.44,1.5,1,-98.04301
31882610,799821.71,349936.79,1.5,1,-95.64036
31882611,799808.83,349942.1,1.5,1,-90.95737
31882612,799795.89,349947.28,1.5,1,-88.50659
31882613,799782.75,349946.24,1.5,1,-88.76762
31882614,799777.64,349933.4,1.5,1,-88.0286
31882615,799772.01,349920.56,1.5,1,-86.3475
31882616,799766.58,349907.67,1.5,1,-89.76486
31882617,799760.06,349895.28,1.5,1,-88.28529
31882618,799740.39,349878.59,1.5,1,-86.48427
31882619,799726.62,349881.21,1.5,1,-94.26337
31882620,799712.8,349883.54,1.5,1,-98.48313
31882621,799699.18,349885.98,1.5,1,-100.6827
31882622,799697.38,349891.73,1.5,1,-96.68543
31882623,799711.13,349889.12,1.5,1,-95.47196
31882624,799724.64,349885.4,1.5,1,-92.37337
31882625,799738,349884.68,1.5,1,-87.24641
31882626,799751.89,349886.28,1.5,1,-88.23029
31882627,799762.71,349894.26,1.5,1,-88.00115
31882628,799767.99,349907.07,1.5,1,-86.83676
31882629,799774.19,349919.58,1.5,1,-90.73229
31882630,799779.23,349932.61,1.5,1,-88.25506
31882631,799778.8,349944.64,1.5,1,-87.249
31882632,799772.2,349954.77,1.5,1,-91.10471
31882633,799758.72,349958.63,1.5,1,-102.5777
31882634,799745.15,349962.16,1.5,1,-103.3315
31882635,799732.01,349966.99,1.5,1,-104.3068
31882636,799719.53,349973.09,1.5,1,-104.5416
31882637,799719.23,350006.82,1.5,1,-104.6518
31882638,799721.12,350020.49,1.5,1,-103.4633
31882639,799723.41,350034.11,1.5,1,-105.8994
31882640,799724.65,350047.94,1.5,1,-103.2304
31882641,799729.21,350061.07,1.5,1,-105.7564
31882642,799729.24,350074.45,1.5,1,-104.5414
31882643,799731.74,350088.07,1.5,1,-104.2581
31882644,799735.44,350100.97,1.5,1,-107.129
31882645,799738.21,350114.35,1.5,1,-104.8805
31882646,799739.28,350128.14,1.5,1,-101.4516
31882647,799740.95,350141.84,1.5,1,-100.6711
31882648,799742.6,350155.54,1.5,1,-95.39053
31882649,799744.73,350168.19,1.5,1,-99.73428
31882650,799746.78,350181.71,1.5,1,-102.1982
31882651,799747.59,350195.55,1.5,1,-100.2583
31882652,799748.4,350209.41,1.5,1,-103.4822
31882653,799750.91,350222.83,1.5,1,-104.1377
31882654,799755.71,350235.67,1.5,1,-104.4332
31882655,799758.49,350249.16,1.5,1,-102.6089
31882656,799754.21,350260.94,1.5,1,-107.3807
31882657,799755.87,350274.75,1.5,1,-107.1737
31882658,799756.79,350288.64,1.5,1,-105.6599
31882659,799803.18,350301.05,1.5,1,-109.0362
31882660,799816.98,350298.76,1.5,1,-102.7437
31882661,799827.32,350290.02,1.5,1,-100.9347
31882662,799827.16,350276.27,1.5,1,-96.39352
31882663,799825.39,350262.4,1.5,1,-98.95082
31882664,799823.66,350248.54,1.5,1,-101.5317
31882665,799820.54,350234.9,1.5,1,-100.5991
31882666,799818.81,350221.11,1.5,1,-103.2874
31882667,799816.31,350207.38,1.5,1,-97.61807
31882668,799815.93,350193.8,1.5,1,-99.4984
31882669,799813.71,350189.18,1.5,1,-99.18972
31882670,799810.57,350175.54,1.5,1,-95.82329
31882671,799808.78,350161.72,1.5,1,-94.05133
31882672,799807.97,350147.82,1.5,1,-96.54328
31882673,799807.27,350133.93,1.5,1,-96.8357
31882674,799807.06,350119.95,1.5,1,-98.40508
31882675,799805.35,350106.1,1.5,1,-100.1296
31882676,799802.68,350092.34,1.5,1,-100.5083
31882677,799801.44,350078.5,1.5,1,-97.7339
31882678,799799.7,350064.73,1.5,1,-101.1055
31882679,799798.89,350050.9,1.5,1,-94.09911
31882680,799796.72,350037.13,1.5,1,-96.11666
31882681,799794.79,350023.31,1.5,1,-96.59673
31882682,799793.43,350009.4,1.5,1,-94.16302
31882683,799792.15,349995.48,1.5,1,-90.76119
31882684,799790.58,349981.59,1.5,1,-90.13275
31882685,799788.51,349967.76,1.5,1,-88.80465
31882686,799783.52,349954.92,1.5,1,-89.69629
31882687,799770.52,349951.22,1.5,1,-90.34442
31882688,799756.76,349953.68,1.5,1,-102.7861
31882689,799743.2,349957.24,1.5,1,-102.8629
31882690,799729.74,349961.19,1.5,1,-104.2994
31882691,799716.24,349964.99,1.5,1,-105.6283
31882692,799702.81,349969.03,1.5,1,-107.1931
31882693,799689.56,349973.63,1.5,1,-107.2417
31882694,799676.35,349978.18,1.5,1,-106.1974
31882695,799663.75,349984.19,1.5,1,-103.5413
31882696,799653.74,349993.66,1.5,1,-101.6637
31882697,799650.49,350007.1,1.5,1,-100.4025
31882698,799651.2,350021.07,1.5,1,-100.8214
31882699,799653.8,350034.81,1.5,1,-97.96626
31882700,799655.66,350048.69,1.5,1,-95.17702
31882701,799657.14,350062.59,1.5,1,-100.6455
31882702,799658.52,350076.45,1.5,1,-95.97577
31882703,799659.84,350090.31,1.5,1,-96.44195
31882704,799663.23,350103.82,1.5,1,-97.17129
31882705,799664.44,350117.83,1.5,1,-97.3054
31882706,799665.94,350131.85,1.5,1,-96.08514
31882707,799667.44,350145.88,1.5,1,-101.0077
31882708,799668.21,350159.79,1.5,1,-98.19489
31882709,799670.03,350173.49,1.5,1,-97.59589
31882710,799672.87,350187.12,1.5,1,-99.47331
31882711,799673.76,350201.02,1.5,1,-100.5341
31882712,799675.41,350214.87,1.5,1,-99.78233
31882713,799676.2,350228.83,1.5,1,-102.0706
31882714,799676.18,350242.82,1.5,1,-99.73908
31882715,799670.99,350254.96,1.5,1,-110.4484
31882716,799657.24,350256.99,1.5,1,-112.5454
31882717,799643.45,350259.2,1.5,1,-103.0762
31882718,799632.55,350251.76,1.5,1,-103.9578
31882719,799621.33,350126.58,1.5,1,-103.1245
31882720,799622.22,350113.48,1.5,1,-102.8689
31882721,799620.55,350099.97,1.5,1,-102.9295
31882722,799617.19,350089.25,1.5,1,-105.4134
31882723,799603.54,350089.11,1.5,1,-104.9617
31882724,799590.56,350092.83,1.5,1,-99.88347
31882725,799576.71,350094.8,1.5,1,-105.434
31882726,799562.77,350096.39,1.5,1,-104.2051
31882727,799548.88,350098.11,1.5,1,-104.3725
31882728,799534.92,350099.28,1.5,1,-97.83997
31882729,799521.06,350101.22,1.5,1,-100.7098
31882730,799507.21,350103.38,1.5,1,-106.9042
31882731,799493.4,350105.66,1.5,1,-106.2102
31882732,799479.56,350107.76,1.5,1,-104.0614
31882733,799469.6,350100.5,1.5,1,-101.9056
31882734,799467.74,350086.69,1.5,1,-104.5569
31882735,799465.79,350072.8,1.5,1,-105.2246
31882736,799464.51,350058.88,1.5,1,-101.2382
31882737,799462.18,350045.17,1.5,1,-104.345
31882738,799460.33,350031.36,1.5,1,-105.1829
31882739,799463.82,350018.47,1.5,1,-105.1469
31882740,799475.4,350010.63,1.5,1,-105.9548
31882741,799487.13,350002.98,1.5,1,-107.5474
31882742,799499,349995.52,1.5,1,-104.2161
31882743,799510.7,349987.83,1.5,1,-106.717
31882744,799523.23,349981.61,1.5,1,-107.5506
31882745,799536.74,349978.01,1.5,1,-104.9132
31882746,799548.67,349971.95,1.5,1,-104.0914
31882747,799549.12,349958.39,1.5,1,-104.9012
31882748,799545.53,349944.85,1.5,1,-105.6564
31882749,799542.06,349931.28,1.5,1,-105.4725
31882750,799537.93,349917.9,1.5,1,-103.0773
31882751,799533.91,349904.5,1.5,1,-100.4065
31882752,799532.83,349890.6,1.5,1,-100.5946
31882753,799542.88,349882.01,1.5,1,-97.51996
31882754,799570.48,349879.31,1.5,1,-100.985
31882755,799612.28,349883.32,1.5,1,-104.8249
31882756,799626.27,349883.93,1.5,1,-105.3902
31882757,799640.29,349883.59,1.5,1,-100.8726
31882758,799647.28,349895.51,1.5,1,-101.8051
31882759,799644.15,349912.79,1.5,1,-102.8074
31882760,799641.83,349925.3,1.5,1,-100.4878
31882761,799643.88,349938.84,1.5,1,-99.92195
31882762,799641.3,349952.53,1.5,1,-103.688
31882763,799653.79,350092.62,1.5,1,-95.24538
31882764,799655.33,350106.45,1.5,1,-96.08871
31882765,799656.99,350120.26,1.5,1,-99.5654
31882766,799658.82,350134.08,1.5,1,-97.05283
31882767,799661.11,350147.89,1.5,1,-96.66219
31882768,799663.99,350161.59,1.5,1,-99.36061
31882769,799666.31,350175.37,1.5,1,-100.4111
31882770,799668.55,350189.2,1.5,1,-98.23165
31882771,799669.99,350203.15,1.5,1,-99.47816
31882772,799671.36,350217.13,1.5,1,-100.4662
31882773,799672.7,350231.09,1.5,1,-100.159
31882774,799674.09,350245.02,1.5,1,-97.15041
31882775,799675.75,350258.94,1.5,1,-97.84199
31882776,799677.85,350272.77,1.5,1,-102.4849
31882777,799678.69,350286.74,1.5,1,-101.9942
31882778,799680.2,350300.61,1.5,1,-102.055
31882779,799684.49,350313.31,1.5,1,-99.222
31882780,799685.31,350327.23,1.5,1,-106.6141
31882781,799686.12,350341.17,1.5,1,-104.4642
31882782,799686.92,350355.15,1.5,1,-104.3329
31882783,799687.74,350369.12,1.5,1,-101.5756
31882784,799688.26,350383.1,1.5,1,-104.1944
31882785,799690.11,350396.98,1.5,1,-104.7874
31882786,799690.8,350410.95,1.5,1,-105.0928
31882787,799692.16,350424.91,1.5,1,-107.7256
31882788,799692.65,350438.89,1.5,1,-104.371
31882789,799693.47,350452.87,1.5,1,-106.8416
31882790,799694.28,350466.83,1.5,1,-107.6408
31882791,799695.08,350480.79,1.5,1,-106.7373
31882792,799695.8,350494.76,1.5,1,-110.4209
31882793,799696.94,350508.66,1.5,1,-103.5791
31882794,799860.74,350499.05,1.5,1,-112.8653
31882795,799869.75,350488.34,1.5,1,-113.9905
31882796,799878.44,350477.58,1.5,1,-115.119
31882797,799887.75,350467.86,1.5,1,-112.1256
31882798,799907.8,350448.42,1.5,1,-110.6566
31882799,799914.55,350436.29,1.5,1,-108.576
31882800,799918.26,350422.81,1.5,1,-108.5932
31882801,799917.61,350408.9,1.5,1,-106.3768
31882802,799917.17,350394.91,1.5,1,-104.7552
31882803,799916.84,350380.92,1.5,1,-106.0419
31882804,799916.87,350366.91,1.5,1,-107.3549
31882805,799916.82,350352.9,1.5,1,-107.1107
31882806,799916.1,350338.94,1.5,1,-107.1247
31882807,799915.28,350324.98,1.5,1,-103.8109
31882808,799914.47,350311.04,1.5,1,-103.3339
31882809,799913.66,350297.09,1.5,1,-103.0524
31882810,799913.7,350283.09,1.5,1,-101.4534
31882811,799912.88,350269.15,1.5,1,-104.7768
31882812,799912.92,350255.13,1.5,1,-104.9581
31882813,799912.15,350241.2,1.5,1,-102.8163
31882814,799908.99,350227.8,1.5,1,-105.4284
31882815,799906.79,350213.98,1.5,1,-97.36666
31882816,799905.3,350200.05,1.5,1,-102.8556
31882817,799903.52,350186.14,1.5,1,-101.7269
31882818,799902.95,350172.18,1.5,1,-99.91272
31882819,799901.91,350158.21,1.5,1,-102.5266
31882820,799901.33,350144.23,1.5,1,-101.7522
31882821,799900.52,350130.25,1.5,1,-105.9703
31882822,799898,350117.46,1.5,1,-101.4764
31882823,799897.48,350103.62,1.5,1,-98.03796
31882824,799906.2,350092.99,1.5,1,-99.98631
31882825,799933.69,350088.93,1.5,1,-100.5649
31882826,799947.65,350087.93,1.5,1,-98.08933
31882827,799961.52,350086.16,1.5,1,-100.7753
31882828,799975.16,350083.03,1.5,1,-102.4303
31882829,799989.01,350081.18,1.5,1,-104.4195
31882830,800002.8,350079.05,1.5,1,-103.4782
31882831,800016.76,350078.67,1.5,1,-100.7106
31882832,800029.91,350078.32,1.5,1,-102.0124
31882833,800043.65,350079.22,1.5,1,-102.3978
31882834,800057.08,350080.48,1.5,1,-100.6426
31882835,800070.82,350083.04,1.5,1,-97.0956
31882836,800084.52,350085.87,1.5,1,-97.07205
31882837,800098.15,350089.03,1.5,1,-97.13864
31882838,800111.92,350091.5,1.5,1,-93.42592
31882839,800125.58,350094.27,1.5,1,-91.9043
31882840,800139.36,350096.17,1.5,1,-92.77631
31882841,800152.87,350098.94,1.5,1,-93.00877
31882842,800166.78,350099.37,1.5,1,-96.90787
31882843,800180.7,350098.2,1.5,1,-99.68797
31882844,800194.69,350098.49,1.5,1,-98.60109
31882845,800208.63,350097.46,1.5,1,-100.1079
31882846,800222.62,350096.63,1.5,1,-99.4024
31882847,800236.6,350096.04,1.5,1,-97.32266
31882848,800250.54,350094.57,1.5,1,-98.50687
31882849,800264.52,350093.76,1.5,1,-100.6068
31882850,800278.52,350094.21,1.5,1,-97.95448
31882851,800292.42,350092.89,1.5,1,-94.73604
31882852,800306.42,350092.55,1.5,1,-95.87479
31882853,800320.4,350091.89,1.5,1,-98.14767
31882854,800334.41,350091.47,1.5,1,-101.7652
31882855,800348.4,350090.71,1.5,1,-101.7466
31882856,800362.38,350090.18,1.5,1,-100.5257
31882857,800376.39,350090.23,1.5,1,-101.2699
31882858,800390.15,350089.84,1.5,1,-107.3752
31882859,800403.02,350087.47,1.5,1,-104.9772
31882860,800416.83,350085.41,1.5,1,-104.9007
31882861,800427.67,350077.43,1.5,1,-104.4413
31882862,800429.38,350063.66,1.5,1,-103.3506
31882863,800429.42,350049.64,1.5,1,-102.2176
31882864,800429.45,350035.61,1.5,1,-101.1529
31882865,800428.64,350021.63,1.5,1,-100.8125
31882866,800428.68,350007.59,1.5,1,-98.52296
31882867,800428.22,349993.58,1.5,1,-96.66734
31882868,800427.91,349979.6,1.5,1,-96.376
31882869,800427.14,349965.62,1.5,1,-93.97832
31882870,800425.75,349951.65,1.5,1,-94.27843
31882871,800423.1,349937.92,1.5,1,-95.47559
31882872,800419.19,349924.47,1.5,1,-96.32558
31882873,800415.14,349911.04,1.5,1,-95.3615
31882874,800410.04,349898.03,1.5,1,-97.12653
31882875,800405.84,349884.69,1.5,1,-98.25563
31882876,800401.5,349871.39,1.5,1,-100.2212
31882877,800397.25,349858.04,1.5,1,-100.1741
31882878,800392.55,349844.87,1.5,1,-100.1927
31882879,800393.93,349832.28,1.5,1,-100.7163
31882880,800407.15,349827.82,1.5,1,-102.6454
31882881,800420.39,349823.28,1.5,1,-103.16
31882882,800433.53,349818.66,1.5,1,-100.1891
31882883,800447.2,349815.64,1.5,1,-101.6152
31882884,800460.67,349811.84,1.5,1,-104.5901
31882885,800473.93,349807.33,1.5,1,-102.9554
31882886,800487.34,349803.48,1.5,1,-104.8239
31882887,800500.51,349799.46,1.5,1,-103.6828
31882888,800513.96,349795.53,1.5,1,-102.1964
31882889,800527.33,349791.37,1.5,1,-101.7267
31882890,800540.7,349787.2,1.5,1,-101.6633
31882891,800544.82,349742.35,1.5,1,-102.8749
31882892,800538.6,349729.88,1.5,1,-104.2524
31882893,800534.68,349716.49,1.5,1,-103.8139
31882894,800531.1,349702.96,1.5,1,-102.5969
31882895,800526.97,349689.61,1.5,1,-102.6327
31882896,800515.17,349685.74,1.5,1,-102.1072
31882897,800501.94,349690.34,1.5,1,-100.9171
31882898,800488.68,349694.81,1.5,1,-100.6457
31882899,800475.31,349699.04,1.5,1,-98.2092
31882900,800461.89,349703.03,1.5,1,-100.3295
31882901,800448.43,349706.88,1.5,1,-98.20821
31882902,800435.05,349711.02,1.5,1,-101.3502
31882903,800421.67,349715.1,1.5,1,-101.7163
31882904,800408.23,349719.09,1.5,1,-100.0889
31882905,800394.88,349723.37,1.5,1,-101.2553
31882906,800381.87,349728.56,1.5,1,-102.0638
31882907,800368.6,349732.98,1.5,1,-101.0932
31882908,800357.51,349728.6,1.5,1,-101.9925
31882909,800352.38,349715.63,1.5,1,-101.7446
31882910,800348.18,349702.29,1.5,1,-101.7791
31882911,800343.28,349689.15,1.5,1,-101.7715
31882912,800338.42,349676,1.5,1,-99.92
31882913,800334.25,349662.65,1.5,1,-102.0983
31882914,800329.59,349649.46,1.5,1,-103.2665
31882915,800324.66,349636.38,1.5,1,-102.7828
31882916,800318.82,349623.66,1.5,1,-102.3876
31882917,800314.5,349610.33,1.5,1,-101.3445
31882918,800312.87,349596.54,1.5,1,-100.4995
31882919,800322.7,349588.2,1.5,1,-102.2181
31882920,800336.1,349584.14,1.5,1,-103.0404
31882921,800349.64,349580.5,1.5,1,-104.3025
31882922,800363.09,349576.63,1.5,1,-103.4805
31882923,800376.54,349572.79,1.5,1,-105.4123
31882924,800389.79,349568.31,1.5,1,-103.1989
31882925,800402.54,349568.18,1.5,1,-103.8085
31882926,800406.79,349581.4,1.5,1,-100.8307
31882927,800409.46,349594.64,1.5,1,-103.4776
31882928,800413.99,349607.81,1.5,1,-104.1012
31882929,800418.31,349621.08,1.5,1,-100.8998
31882930,800423.21,349634.01,1.5,1,-101.1
31882931,800426.72,349647.53,1.5,1,-101.0105
31882932,800428.27,349660.59,1.5,1,-100.2586
31882933,800415.97,349666.67,1.5,1,-103.1915
31882934,800402.3,349669.79,1.5,1,-101.9802
31882935,800388.73,349673.26,1.5,1,-101.3975
31882936,800375.59,349678.12,1.5,1,-103.9529
31882937,800362.13,349682.01,1.5,1,-102.0031
31882938,800348.59,349685.51,1.5,1,-95.56548
31882939,800340.39,349695.47,1.5,1,-101.216
31882940,800341.54,349709.39,1.5,1,-102.5925
31882941,800345.51,349722.82,1.5,1,-100.8441
31882942,800349.4,349736.25,1.5,1,-106.101
31882943,800353.84,349748.74,1.5,1,-97.417
31882944,800350.78,349761.39,1.5,1,-96.98209
31882945,800338.96,349768.81,1.5,1,-96.49677
31882946,800325.44,349772.42,1.5,1,-93.86346
31882947,800311.93,349776.21,1.5,1,-95.60983
31882948,800298.58,349780.41,1.5,1,-95.32422
31882949,800285.23,349784.66,1.5,1,-93.34291
31882950,800271.64,349788.08,1.5,1,-94.14086
31882951,800258.18,349791.95,1.5,1,-93.4064
31882952,800245.14,349797.08,1.5,1,-92.92281
31882953,800232.34,349802.74,1.5,1,-91.74282
31882954,800219.36,349807.99,1.5,1,-95.32931
31882955,800206.24,349812.82,1.5,1,-92.3873
31882956,800192.84,349816.96,1.5,1,-91.72826
31882957,800179.38,349820.79,1.5,1,-92.24556
31882958,800166.13,349825.3,1.5,1,-90.5388
31882959,800152.76,349829.43,1.5,1,-87.72764
31882960,800139.49,349833.92,1.5,1,-90.76281
31882961,800126.17,349838.25,1.5,1,-86.67822
31882962,800112.85,349842.62,1.5,1,-86.5352
31882963,800099.36,349846.43,1.5,1,-90.11884
31882964,800085.94,349850.44,1.5,1,-89
31882965,800072.54,349854.56,1.5,1,-90.71797
31882966,800059.14,349858.68,1.5,1,-91.99058
31882967,800045.76,349862.88,1.5,1,-91.1218
31882968,800032.38,349867.03,1.5,1,-91.51615
31882969,800018.94,349871.08,1.5,1,-92.93986
31882970,800005.64,349875.48,1.5,1,-94.15891
31882971,799992.38,349879.92,1.5,1,-93.27
31882972,799978.84,349883.45,1.5,1,-94.24924
31882973,799965.57,349887.71,1.5,1,-92.09704
31882974,799953.72,349882.4,1.5,1,-92.03365
31882975,799947,349870.1,1.5,1,-94.14275
31882976,799941.49,349857.25,1.5,1,-93.65646
31882977,799935.57,349844.53,1.5,1,-94.48254
31882978,799929.76,349831.77,1.5,1,-93.34987
31882979,799924.55,349818.78,1.5,1,-92.55894
31882980,799918.69,349806.08,1.5,1,-92.69861
31882981,799912.88,349793.35,1.5,1,-92.85502
31882982,799907.23,349780.57,1.5,1,-89.7631
31882983,799901.51,349767.78,1.5,1,-87.44021
31882984,799895.36,349755.2,1.5,1,-80.61051
31882985,799890.42,349742.14,1.5,1,-75.68401
31882986,799885.04,349729.4,1.5,1,-77.55415
31882987,799878.79,349717.43,1.5,1,-75.10615
31882988,799865.9,349716.09,1.5,1,-74.54327
31882989,799853.48,349722.58,1.5,1,-76.48728
31882990,799841.14,349729.2,1.5,1,-80.65665
31882991,799828.82,349735.27,1.5,1,-82.32504
31882992,799816.67,349739.97,1.5,1,-81.23445
31882993,799803.87,349738.64,1.5,1,-80.88099
31882994,799792,349732.34,1.5,1,-77.18333
31882995,799783.86,349721,1.5,1,-78.71447
31882996,799777.71,349709.73,1.5,1,-78.75745
31882997,799772.08,349697.2,1.5,1,-76.44476
31882998,799766.16,349684.67,1.5,1,-73.18991
31882999,799438.86,349150.46,1.5,1,-100.1
31883000,799435.5,349136.73,1.5,1,-107.3245
31883001,799431.49,349123.29,1.5,1,-105.8495
31883002,799428.15,349109.63,1.5,1,-105.2417
31883003,799424.92,349095.99,1.5,1,-107.2963
31883004,799421.73,349082.32,1.5,1,-107.5584
31883005,799417.96,349068.78,1.5,1,-105.8014
31883006,799414.62,349055.13,1.5,1,-105.9961
31883007,799411.01,349041.61,1.5,1,-106.2418
31883008,799407.6,349027.97,1.5,1,-106.5396
31883009,799404.13,349014.38,1.5,1,-107.257
31883010,799400.33,349000.9,1.5,1,-109.0306
31883011,799505.57,348951.58,1.5,1,-110.0427
31883012,799504.85,348965.58,1.5,1,-111.7502
31883013,799503.86,348979.54,1.5,1,-109.5936
31883014,799503.77,348993.56,1.5,1,-108.0057
31883015,799503.47,349007.56,1.5,1,-107.7686
31883016,799502.84,349021.56,1.5,1,-106.6538
31883017,799502.8,349035.57,1.5,1,-106.9562
